RA,nome,ano_referencia,ano_nascimento,idade,genero,ano_ingresso,instituicao_ensino,Fase,Turma,INDE,IAA,IEG,IPS,IDA,IPV,IAN,IPP,risco,Pedra
RA-1152,Aluno-1152,2023,2009,14,Masculino,2023,Pública,FASE 3,3C,6.544916667,0.0,9.4,5.0,6.8,7.585,5.0,7.8125,0,Ágata
RA-221,Aluno-221,2023,2008,15,Masculino,2022,Pública,FASE 3,3C,6.959916667,9.6,9.0,5.0,5.0,7.38,5.0,7.1875,0,Ametista
RA-359,Aluno-359,2023,2010,13,Feminino,2019,Pública,FASE 3,3C,7.627125,9.6,9.2,2.52,5.8,8.255,10.0,7.65625,0,Ametista
RA-360,Aluno-360,2023,2010,13,Feminino,2019,Pública,FASE 3,3C,5.790875,0.0,7.3,2.52,4.3,7.4225,10.0,7.34375,1,Ágata
RA-338,Aluno-338,2023,2010,13,Masculino,2019,Pública,FASE 3,3D,8.287441667,8.3,9.1,7.52,6.7,8.38,10.0,8.59375,0,Topázio
RA-339,Aluno-339,2023,2011,12,Feminino,2019,Pública,FASE 3,3D,7.377583333,0.0,8.9,7.52,7.1,8.255,10.0,7.8125,0,Ametista
RA-353,Aluno-353,2023,2011,12,Feminino,2022,Pública,FASE 3,3D,8.309016667,8.8,9.9,2.52,8.4,8.67,10.0,7.8125,0,Topázio
RA-1153,Aluno-1153,2023,2009,14,Feminino,2023,Pública,FASE 3,3D,7.968658333,7.9,10.0,7.52,7.2,8.63,5.0,7.65625,0,Ametista
RA-183,Aluno-183,2023,2009,14,Feminino,2022,Pública,FASE 3,3D,7.586241667,7.9,9.7,2.52,7.7,8.795,5.0,7.96875,0,Ametista
RA-342,Aluno-342,2023,2008,15,Feminino,2021,Pública,FASE 3,3D,7.539875,7.5,8.6,7.52,6.6,8.505,5.0,7.96875,0,Ametista
RA-187,Aluno-187,2023,2010,13,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 3,3D,7.809875,7.5,9.9,2.52,6.9,8.255,10.0,7.96875,0,Ametista
RA-190,Aluno-190,2023,2009,14,Feminino,2022,Pública,FASE 3,3D,6.934158333,7.9,9.5,2.52,5.7,7.9575,5.0,7.65625,0,Ametista
RA-347,Aluno-347,2023,2010,13,Feminino,2019,Pública,FASE 3,3D,7.61835,6.7,9.5,2.52,7.3,7.7925,10.0,7.8125,0,Ametista
RA-234,Aluno-234,2023,2009,14,Masculino,2022,Pública,FASE 3,3D,6.248741667,6.7,8.0,2.52,5.6,5.595,10.0,4.84375,0,Ágata
RA-1154,Aluno-1154,2023,2010,13,Masculino,2023,Pública,FASE 3,3F,7.701125,9.6,9.3,5.63,5.1,7.67,10.0,7.65625,0,Ametista
RA-249,Aluno-249,2023,2008,15,Masculino,2017,Pública,FASE 3,3F,5.444625,0.0,8.2,5.0,4.9,6.545,5.0,5.15625,1,Quartzo
RA-380,Aluno-380,2023,2009,14,Masculino,2017,Pública,FASE 3,3F,4.912375,0.0,6.4,2.52,4.5,6.5425,5.0,6.71875,1,Quartzo
RA-250,Aluno-250,2023,2010,13,Feminino,2022,Pública,FASE 3,3F,7.598208333,0.0,9.3,5.63,8.3,8.625,10.0,7.96875,0,Ametista
RA-367,Aluno-367,2023,2010,13,Feminino,2018,Pública,FASE 3,3F,7.38685,8.8,8.7,2.52,5.9,7.7925,10.0,7.8125,0,Ametista
RA-1155,Aluno-1155,2023,2009,14,Feminino,2023,Pública,FASE 3,3F,7.821633333,9.2,9.2,5.63,8.0,8.2925,5.0,7.5,0,Ametista
RA-1156,Aluno-1156,2023,2011,12,Feminino,2023,Pública,FASE 3,3F,7.340775,8.3,9.2,2.52,5.3,7.7925,10.0,7.96875,0,Ametista
RA-368,Aluno-368,2023,2009,14,Masculino,2018,Pública,FASE 3,3F,5.796458333,0.0,7.7,2.52,6.7,7.34,5.0,7.03125,0,Ágata
RA-387,Aluno-387,2023,2009,14,Masculino,2019,Pública,FASE 3,3F,4.794333333,0.0,6.8,2.52,3.0,7.0075,5.0,6.875,1,Quartzo
RA-388,Aluno-388,2023,2008,15,Feminino,2019,Pública,FASE 3,3F,5.630833333,0.0,7.4,5.63,4.2,7.835,5.0,6.875,1,Ágata
RA-374,Aluno-374,2023,2010,13,Feminino,2021,Privada,FASE 3,3F,7.533891667,8.8,8.3,5.63,5.4,7.9175,10.0,7.65625,0,Ametista
RA-377,Aluno-377,2023,2010,13,Feminino,2021,Pública,FASE 3,3F,7.205041667,9.6,7.6,5.0,4.8,7.6275,10.0,7.34375,1,Ametista
RA-223,Aluno-223,2023,2009,14,Feminino,2022,Pública,FASE 3,3G,5.089833333,0.0,4.5,7.52,3.8,7.1725,5.0,7.5,1,Quartzo
RA-236,Aluno-236,2023,2010,13,Feminino,2022,Pública,FASE 3,3G,7.337116667,10.0,7.5,7.52,4.5,7.2975,10.0,7.1875,1,Ametista
RA-362,Aluno-362,2023,2010,13,Feminino,2018,Pública,FASE 3,3G,6.392625,0.0,7.5,7.52,5.1,7.0875,10.0,7.03125,0,Ágata
RA-381,Aluno-381,2023,2009,14,Masculino,2018,Pública,FASE 3,3G,5.758041667,0.0,8.4,6.89,3.9,6.84,5.0,7.34375,1,Ágata
RA-364,Aluno-364,2023,2011,12,Masculino,2019,Pública,FASE 3,3G,7.734891667,8.8,9.0,6.89,5.8,7.505,10.0,7.03125,0,Ametista
RA-382,Aluno-382,2023,2008,15,Masculino,2017,Pública,FASE 3,3G,6.223833333,0.0,9.4,6.26,5.2,7.1725,5.0,7.5,0,Ágata
RA-383,Aluno-383,2023,2011,12,Masculino,2019,Pública,FASE 3,3G,7.5408,9.2,8.8,3.14,6.5,7.5,10.0,7.5,0,Ametista
RA-384,Aluno-384,2023,2010,13,Feminino,2017,Pública,FASE 3,3G,6.757958333,0.0,9.1,2.52,7.3,7.335,10.0,7.65625,0,Ágata
RA-1157,Aluno-1157,2023,2009,14,Masculino,2023,Pública,FASE 3,3G,7.086633333,9.2,8.8,6.26,5.7,7.0025,5.0,7.5,0,Ametista
RA-386,Aluno-386,2023,2009,14,Masculino,2019,Pública,FASE 3,3G,5.758425,9.2,7.0,2.52,3.3,6.6325,5.0,7.03125,1,Ágata
RA-260,Aluno-260,2023,2009,14,Feminino,2019,Pública,FASE 3,3G,8.080008333,9.2,9.9,7.52,6.1,7.4175,10.0,7.34375,0,Ametista
RA-390,Aluno-390,2023,2010,13,Feminino,2022,Pública,FASE 3,3G,6.905741667,7.9,8.8,2.52,4.8,7.005,10.0,7.34375,1,Ametista
RA-1158,Aluno-1158,2023,2009,14,Feminino,2023,Pública,FASE 3,3G,6.306666667,7.5,8.6,2.52,4.3,7.34,5.0,7.5,1,Ágata
RA-391,Aluno-391,2023,2010,13,Feminino,2022,Pública,FASE 3,3I,6.5107,7.9,7.5,2.52,3.5,7.585,10.0,7.5,1,Ágata
RA-1159,Aluno-1159,2023,2010,13,Feminino,2023,Pública,FASE 3,3I,5.913883333,5.8,6.6,2.52,3.1,7.1325,10.0,7.1875,1,Ágata
RA-392,Aluno-392,2023,2008,15,Masculino,2022,Pública,FASE 3,3I,6.567208333,9.6,9.5,2.52,4.6,7.17,5.0,6.09375,1,Ágata
RA-1160,Aluno-1160,2023,2010,13,Masculino,2023,Pública,FASE 3,3I,6.636166667,9.6,8.7,2.52,2.7,7.2575,10.0,6.875,1,Ágata
RA-1161,Aluno-1161,2023,2010,13,Feminino,2023,Pública,FASE 3,3I,7.317791667,6.3,8.1,2.52,6.3,8.63,10.0,8.28125,0,Ametista
RA-395,Aluno-395,2023,2011,12,Feminino,2018,Pública,FASE 3,3I,7.469175,9.2,8.6,2.52,6.0,7.9175,10.0,7.96875,0,Ametista
RA-450,Aluno-450,2023,2009,14,Masculino,2021,Pública,FASE 3,3K,6.819625,9.6,8.4,2.52,5.4,7.9175,5.0,7.65625,0,Ágata
RA-463,Aluno-463,2023,2010,13,Feminino,2020,Pública,FASE 3,3K,6.382383333,9.2,5.4,2.52,4.0,7.795,10.0,7.8125,1,Ágata
RA-298,Aluno-298,2023,2009,14,Masculino,2019,Pública,FASE 3,3K,6.824333333,9.6,8.6,2.52,5.5,7.7525,5.0,7.5,0,Ágata
RA-464,Aluno-464,2023,2009,14,Feminino,2022,Pública,FASE 3,3K,6.081675,9.2,7.7,2.52,3.0,7.38,5.0,7.96875,1,Ágata
RA-465,Aluno-465,2023,2011,12,Masculino,2019,Pública,FASE 3,3K,8.012875,7.5,9.4,2.52,8.5,8.17,10.0,7.96875,0,Ametista
RA-442,Aluno-442,2023,2011,12,Feminino,2022,Pública,FASE 3,3K,6.814166667,0.0,7.6,7.52,5.8,8.1275,10.0,7.5,0,Ágata
RA-300,Aluno-300,2023,2008,15,Masculino,2022,Pública,FASE 3,3K,5.616691667,5.0,7.5,2.52,4.5,6.5875,5.0,6.40625,1,Ágata
RA-467,Aluno-467,2023,2009,14,Feminino,2022,Pública,FASE 3,3K,6.552916667,6.3,9.2,3.14,5.2,7.5425,5.0,7.1875,0,Ágata
RA-468,Aluno-468,2023,2009,14,Masculino,2022,Pública,FASE 3,3K,5.911108333,8.3,6.0,6.27,3.4,6.715,5.0,7.34375,1,Ágata
RA-1162,Aluno-1162,2023,2009,14,Feminino,2023,Pública,FASE 3,3K,7.44215,8.3,8.5,3.77,6.0,7.7525,10.0,7.8125,0,Ametista
RA-470,Aluno-470,2023,2009,14,Feminino,2019,Pública,FASE 3,3K,6.993766667,8.8,9.2,5.0,4.9,7.71,5.0,7.5,1,Ametista
RA-474,Aluno-474,2023,2009,14,Masculino,2019,Pública,FASE 3,3K,5.283583333,0.0,7.8,5.0,3.3,6.7575,5.0,7.1875,1,Quartzo
RA-476,Aluno-476,2023,2010,13,Feminino,2019,Pública,FASE 3,3K,6.492408333,7.9,7.0,2.52,4.1,7.505,10.0,7.34375,1,Ágata
RA-478,Aluno-478,2023,2010,13,Feminino,2019,Pública,FASE 3,3K,6.443616667,6.7,7.3,2.52,4.4,7.2975,10.0,7.1875,1,Ágata
RA-410,Aluno-410,2023,2008,15,Masculino,2018,Pública,FASE 3,3K,6.140808333,8.8,5.8,7.52,4.9,6.0425,5.0,6.71875,1,Ágata
RA-411,Aluno-411,2023,2010,13,Feminino,2019,Privada,FASE 3,3L,7.779983333,6.2,9.0,7.52,6.6,7.5425,10.0,7.8125,0,Ametista
RA-412,Aluno-412,2023,2010,13,Feminino,2018,Pública,FASE 3,3L,7.373891667,8.8,8.9,2.52,6.2,7.585,10.0,7.03125,0,Ametista
RA-400,Aluno-400,2023,2008,15,Masculino,2018,Pública,FASE 3,3L,6.529425,9.2,9.0,2.52,4.1,7.375,5.0,7.65625,1,Ágata
RA-414,Aluno-414,2023,2010,13,Feminino,2021,Pública,FASE 3,3L,7.25025,0.0,9.5,7.52,6.5,7.585,10.0,7.8125,0,Ametista
RA-415,Aluno-415,2023,2011,12,Feminino,2019,Pública,FASE 3,3L,7.18805,7.1,8.2,7.52,3.7,7.8325,10.0,7.8125,1,Ametista
RA-1163,Aluno-1163,2023,2009,14,Masculino,2023,Pública,FASE 3,3L,7.749391667,8.8,9.3,7.52,7.2,7.75,5.0,7.65625,0,Ametista
RA-273,Aluno-273,2023,2008,15,Feminino,2018,Pública,FASE 3,3L,6.337116667,7.9,7.4,2.52,5.0,7.6275,5.0,7.8125,0,Ágata
RA-471,Aluno-471,2023,2009,14,Feminino,2020,Pública,FASE 3,3L,6.855541667,0.0,9.0,6.27,5.0,8.125,10.0,7.96875,0,Ágata
RA-416,Aluno-416,2023,2010,13,Masculino,2018,Privada - Programa de Apadrinhamento,FASE 3,3L,8.144425,9.2,9.8,2.52,7.6,8.3375,10.0,8.28125,0,Ametista
RA-417,Aluno-417,2023,2009,14,Feminino,2022,Pública,FASE 3,3L,8.257658333,5.4,9.7,7.52,7.8,8.2125,10.0,8.28125,0,Topázio
RA-305,Aluno-305,2023,2008,15,Masculino,2019,Pública,FASE 3,3L,6.394291667,0.0,8.9,7.52,5.2,7.75,5.0,7.65625,0,Ágata
RA-418,Aluno-418,2023,2012,11,Feminino,2020,Privada - Programa de Apadrinhamento,FASE 3,3L,8.1686,8.8,10.0,2.52,8.1,8.045,10.0,8.125,0,Ametista
RA-419,Aluno-419,2023,2010,13,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 3,3L,7.7261,6.7,9.5,2.52,7.6,7.875,10.0,8.125,0,Ametista
RA-421,Aluno-421,2023,2011,12,Masculino,2021,Pública,FASE 3,3L,8.030716667,9.2,9.9,2.52,7.3,8.17,10.0,7.8125,0,Ametista
RA-407,Aluno-407,2023,2009,14,Masculino,2022,Pública,FASE 3,3L,7.665083333,9.6,8.6,7.52,7.3,7.5,5.0,7.8125,0,Ametista
RA-425,Aluno-425,2023,2010,13,Masculino,2022,Pública,FASE 3,3L,8.10555,9.2,9.9,2.52,7.5,8.3775,10.0,7.8125,0,Ametista
RA-426,Aluno-426,2023,2008,15,Feminino,2022,Pública,FASE 3,3M,6.329158333,5.4,7.6,5.0,5.0,7.5425,5.0,7.65625,0,Ágata
RA-430,Aluno-430,2023,2009,14,Masculino,2022,Pública,FASE 3,3M,7.146716667,9.2,9.3,2.52,6.4,7.75,5.0,7.8125,0,Ametista
RA-1164,Aluno-1164,2023,2010,13,Masculino,2023,Pública,FASE 3,3M,6.910091667,9.2,7.5,2.52,4.8,7.545,10.0,7.65625,1,Ametista
RA-1165,Aluno-1165,2023,2011,12,Feminino,2023,Pública,FASE 3,3M,7.880716667,9.2,9.1,5.0,7.3,7.2925,10.0,7.1875,0,Ametista
RA-432,Aluno-432,2023,2008,15,Feminino,2019,Pública,FASE 3,3M,6.850183333,8.8,9.0,2.52,5.2,8.0425,5.0,7.8125,0,Ágata
RA-303,Aluno-303,2023,2008,15,Masculino,2019,Pública,FASE 3,3M,5.914291667,0.0,7.3,7.52,5.1,7.05,5.0,7.65625,0,Ágata
RA-420,Aluno-420,2023,2011,12,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 3,3M,7.356358333,8.3,9.3,2.52,5.3,7.96,10.0,7.65625,0,Ametista
RA-1166,Aluno-1166,2023,2008,15,Feminino,2023,Pública,FASE 3,3M,7.307858333,8.3,9.6,7.52,4.8,7.9175,5.0,7.65625,1,Ametista
RA-1167,Aluno-1167,2023,2007,16,Masculino,2023,Pública,FASE 3,3M,6.021891667,8.8,7.6,2.52,3.8,7.9625,2.5,7.65625,1,Ágata
RA-424,Aluno-424,2023,2010,13,Feminino,2022,Pública,FASE 3,3M,7.72685,8.8,9.9,2.52,6.4,7.7925,10.0,7.8125,0,Ametista
RA-398,Aluno-398,2023,2012,11,Feminino,2022,Pública,FASE 3,3N,7.153766667,6.7,8.1,2.52,6.5,7.7925,10.0,7.5,0,Ametista
RA-399,Aluno-399,2023,2010,13,Feminino,2022,Pública,FASE 3,3N,7.000033333,7.9,8.2,2.52,4.7,8.165,10.0,7.5,1,Ametista
RA-428,Aluno-428,2023,2009,14,Masculino,2022,Pública,FASE 3,3N,7.821816667,8.3,9.5,2.52,7.2,8.0425,10.0,7.8125,0,Ametista
RA-315,Aluno-315,2023,2009,14,Feminino,2022,Pública,FASE 3,3N,5.977708333,0.0,6.8,5.0,6.3,7.8375,5.0,7.96875,0,Ágata
RA-402,Aluno-402,2023,2010,13,Feminino,2019,Pública,FASE 3,3N,6.632716667,9.2,7.3,2.52,4.2,6.88,10.0,7.8125,1,Ágata
RA-1168,Aluno-1168,2023,2010,13,Feminino,2023,Pública,FASE 3,3N,5.886625,0.0,8.8,2.52,3.5,7.045,10.0,7.65625,1,Ágata
RA-613,Aluno-613,2023,2009,14,Masculino,2020,Pública,FASE 3,3N,6.864508333,9.2,9.4,5.0,4.8,7.2125,5.0,6.71875,1,Ágata
RA-304,Aluno-304,2023,2007,16,Masculino,2020,Pública,FASE 3,3N,6.241583333,0.0,8.8,5.0,5.7,7.835,5.0,7.8125,0,Ágata
RA-457,Aluno-457,2023,2010,13,Feminino,2022,Pública,FASE 3,3N,8.256833333,7.5,8.6,7.52,8.1,8.045,10.0,8.125,0,Topázio
RA-307,Aluno-307,2023,2008,15,Masculino,2022,Pública,FASE 3,3N,6.047333333,0.0,6.5,7.52,6.3,7.46,5.0,7.5,0,Ágata
RA-283,Aluno-283,2023,2008,15,Masculino,2020,Pública,FASE 3,3N,7.549025,8.3,9.5,7.52,6.8,7.5025,5.0,7.03125,0,Ametista
RA-459,Aluno-459,2023,2010,13,Masculino,2019,Pública,FASE 3,3N,8.240016667,6.7,9.3,7.52,8.3,7.88,10.0,7.1875,0,Topázio
RA-440,Aluno-440,2023,2011,12,Masculino,2022,Pública,FASE 3,3P,6.989208333,0.0,8.2,7.52,6.2,7.835,10.0,7.96875,0,Ametista
RA-443,Aluno-443,2023,2009,14,Feminino,2019,Pública,FASE 3,3P,6.895508333,7.1,7.5,2.52,7.6,8.125,5.0,7.96875,0,Ametista
RA-454,Aluno-454,2023,2008,15,Masculino,2018,Pública,FASE 3,3P,4.603416667,0.0,7.5,5.0,2.6,5.54,5.0,4.6875,1,Quartzo
RA-444,Aluno-444,2023,2011,12,Masculino,2018,Pública,FASE 3,3P,5.958791667,0.0,7.9,5.0,4.7,6.4575,10.0,6.40625,1,Ágata
RA-170,Aluno-170,2023,2008,15,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 3,3P,7.062433333,8.8,8.9,2.52,7.2,7.6725,5.0,6.875,0,Ametista
RA-1169,Aluno-1169,2023,2009,14,Feminino,2023,Pública,FASE 3,3P,7.213625,7.5,9.5,5.0,6.3,8.0025,5.0,7.03125,0,Ametista
RA-458,Aluno-458,2023,2009,14,Masculino,2019,Pública,FASE 3,3P,6.312083333,9.6,6.9,7.52,3.8,6.2475,5.0,7.1875,1,Ágata
RA-1170,Aluno-1170,2023,2009,14,Masculino,2023,Pública,FASE 3,3P,6.874683333,8.8,7.7,7.52,5.9,6.5775,5.0,7.1875,0,Ametista
RA-1171,Aluno-1171,2023,2009,14,Masculino,2023,Pública,FASE 3,3P,7.856033333,7.9,8.4,5.0,8.7,8.88,5.0,8.75,0,Ametista
RA-449,Aluno-449,2023,2010,13,Feminino,2022,Pública,FASE 3,3P,7.396508333,7.1,7.2,7.52,7.0,6.8425,10.0,7.34375,0,Ametista
RA-462,Aluno-462,2023,2008,15,Feminino,2022,Pública,FASE 3,3P,6.2267,10.0,8.1,5.0,2.7,6.5825,5.0,7.5,1,Ágata
RA-176,Aluno-176,2023,2009,14,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 4,4A,8.316833333,9.6,9.5,2.52,8.0,9.0025,10.0,8.125,0,Topázio
RA-178,Aluno-178,2023,2009,14,Feminino,2016,Privada - Programa de Apadrinhamento,FASE 4,4A,7.406658333,7.9,8.7,2.52,5.9,8.42,10.0,7.65625,0,Ametista
RA-193,Aluno-193,2023,2010,13,Masculino,2016,Privada - Programa de Apadrinhamento,FASE 4,4A,7.718566667,8.3,9.4,2.52,6.5,8.17,10.0,8.125,0,Ametista
RA-1172,Aluno-1172,2023,2007,16,Feminino,2023,Pública,FASE 4,4A,7.030108333,8.3,7.8,2.52,6.7,8.46,5.0,8.59375,0,Ametista
RA-180,Aluno-180,2023,2010,13,Masculino,2018,Privada - Programa de Apadrinhamento,FASE 4,4A,8.283216667,9.2,9.4,2.52,8.0,8.92,10.0,8.4375,0,Topázio
RA-181,Aluno-181,2023,2009,14,Feminino,2019,Privada - Programa de Apadrinhamento,FASE 4,4A,7.671208333,9.6,8.3,2.52,6.8,8.2525,10.0,7.96875,0,Ametista
RA-195,Aluno-195,2023,2009,14,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 4,4A,7.60205,7.1,9.2,2.52,6.0,8.79,10.0,8.4375,0,Ametista
RA-196,Aluno-196,2023,2010,13,Masculino,2018,Privada - Programa de Apadrinhamento,FASE 4,4A,7.560991667,7.9,9.0,2.52,6.2,8.2125,10.0,8.28125,0,Ametista
RA-211,Aluno-211,2023,2009,14,Masculino,2021,Privada - Programa de Apadrinhamento,FASE 4,4A,8.024791667,9.6,9.4,2.52,7.1,8.71,10.0,7.65625,0,Ametista
RA-197,Aluno-197,2023,2009,14,Feminino,2021,Privada - Programa de Apadrinhamento,FASE 4,4A,7.967608333,8.3,9.8,2.52,7.2,8.46,10.0,7.96875,0,Ametista
RA-229,Aluno-229,2023,2010,13,Masculino,2022,Privada - Programa de Apadrinhamento,FASE 4,4A,8.207591667,9.2,9.8,2.52,7.8,8.42,10.0,8.28125,0,Ametista
RA-186,Aluno-186,2023,2009,14,Feminino,2019,Privada,FASE 4,4A,7.817541667,7.5,9.7,2.52,6.9,8.46,10.0,7.96875,0,Ametista
RA-189,Aluno-189,2023,2008,15,Masculino,2018,Privada - Programa de Apadrinhamento,FASE 4,4A,7.727325,7.9,9.4,2.52,6.5,8.3775,10.0,8.28125,0,Ametista
RA-191,Aluno-191,2023,2009,14,Masculino,2019,Privada - Programa de Apadrinhamento,FASE 4,4A,7.263666667,0.0,9.7,2.52,7.8,8.4625,10.0,8.125,0,Ametista
RA-1173,Aluno-1173,2023,2009,14,Masculino,2023,Pública,FASE 4,4A,7.67285,8.8,9.7,2.52,6.0,8.1225,10.0,7.8125,0,Ametista
RA-217,Aluno-217,2023,2007,16,Feminino,2021,Pública,FASE 4,4B,6.96965,8.3,8.6,2.52,5.6,8.5025,5.0,8.4375,0,Ametista
RA-1174,Aluno-1174,2023,2008,15,Feminino,2023,Pública,FASE 4,4B,7.333591667,9.2,8.7,2.52,6.8,8.3375,5.0,8.90625,0,Ametista
RA-192,Aluno-192,2023,2007,16,Masculino,2021,Privada,FASE 4,4B,6.616016667,8.8,6.2,5.0,6.5,7.3775,5.0,7.1875,0,Ágata
RA-184,Aluno-184,2023,2010,13,Masculino,2019,Pública,FASE 4,4B,8.430241667,7.9,9.5,7.52,7.1,8.5025,10.0,8.59375,0,Topázio
RA-200,Aluno-200,2023,2007,16,Masculino,2018,Privada - Programa de Apadrinhamento,FASE 4,4B,5.661166667,9.6,4.5,2.52,4.3,7.17,5.0,7.5,1,Ágata
RA-1175,Aluno-1175,2023,2006,17,Feminino,2023,Pública,FASE 4,4B,5.939858333,8.3,5.3,2.52,6.3,7.6275,2.5,7.65625,0,Ágata
RA-204,Aluno-204,2023,2009,14,Feminino,2019,Pública,FASE 4,4B,7.557558333,8.8,7.9,2.52,7.1,8.045,10.0,8.28125,0,Ametista
RA-1176,Aluno-1176,2023,2010,13,Masculino,2023,Pública,FASE 4,4B,8.881483333,8.3,9.3,7.52,8.2,9.17,10.0,9.6875,0,Topázio
RA-1177,Aluno-1177,2023,2008,15,Feminino,2023,Pública,FASE 4,4B,8.345491667,10.0,9.9,2.52,7.2,8.88,10.0,8.90625,0,Topázio
RA-215,Aluno-215,2023,2009,14,Feminino,2021,Pública,FASE 4,4C,7.166475,8.8,6.6,2.52,6.9,7.7125,10.0,7.96875,0,Ametista
RA-1178,Aluno-1178,2023,2007,16,Masculino,2023,Pública,FASE 4,4C,7.066475,8.8,9.3,2.52,5.7,8.2125,5.0,7.96875,0,Ametista
RA-149,Aluno-149,2023,2007,16,Feminino,2022,Pública,FASE 4,4C,5.622266667,8.8,4.2,2.52,4.7,7.2925,5.0,7.5,1,Ágata
RA-1179,Aluno-1179,2023,2008,15,Masculino,2023,Pública,FASE 4,4C,6.631333333,9.6,8.1,4.38,5.0,7.17,5.0,6.875,0,Ágata
RA-218,Aluno-218,2023,2008,15,Feminino,2022,Pública,FASE 4,4C,5.811541667,0.0,6.7,2.52,6.7,7.88,5.0,7.96875,0,Ágata
RA-220,Aluno-220,2023,2009,14,Feminino,2022,Pública,FASE 4,4C,7.102016667,8.8,7.6,2.52,6.1,7.5475,10.0,7.1875,0,Ametista
RA-202,Aluno-202,2023,2008,15,Feminino,2017,Pública,FASE 4,4C,6.791641667,8.8,7.9,2.52,5.9,8.005,5.0,7.96875,0,Ágata
RA-1180,Aluno-1180,2023,2008,15,Masculino,2023,Pública,FASE 4,4C,7.067983333,8.3,9.5,5.0,5.4,7.7125,5.0,7.1875,0,Ametista
RA-1181,Aluno-1181,2023,2009,14,Feminino,2023,Pública,FASE 4,4C,6.971266667,8.8,8.3,2.52,4.8,7.3375,10.0,7.5,1,Ametista
RA-1182,Aluno-1182,2023,2007,16,Feminino,2023,Pública,FASE 4,4C,5.709808333,7.5,6.3,2.52,4.2,7.2125,5.0,6.71875,1,Ágata
RA-205,Aluno-205,2023,2008,15,Masculino,2020,Pública,FASE 4,4C,6.857625,9.6,7.6,4.38,6.6,7.09,5.0,7.03125,0,Ágata
RA-1183,Aluno-1183,2023,2007,16,Masculino,2023,Pública,FASE 4,4C,6.269541667,7.5,8.7,2.52,5.3,6.7575,5.0,6.09375,0,Ágata
RA-237,Aluno-237,2023,2008,15,Feminino,2022,Privada - Programa de Apadrinhamento,FASE 4,4F,7.436566667,8.3,9.5,2.52,6.7,8.96,5.0,8.125,0,Ametista
RA-147,Aluno-147,2023,2008,15,Feminino,2022,Pública,FASE 4,4F,5.5425,0.0,7.0,5.63,4.5,7.46,5.0,6.875,1,Ágata
RA-240,Aluno-240,2023,2009,14,Feminino,2017,Privada - Programa de Apadrinhamento,FASE 4,4F,6.337966667,7.1,6.7,2.52,4.8,6.9175,10.0,6.875,1,Ágata
RA-1184,Aluno-1184,2023,2007,16,Masculino,2023,Pública,FASE 4,4F,7.381566667,8.3,8.3,5.0,7.3,8.045,5.0,8.125,0,Ametista
RA-241,Aluno-241,2023,2008,15,Masculino,2016,Privada - Programa de Apadrinhamento,FASE 4,4F,7.016,0.0,9.9,2.52,7.5,9.545,5.0,8.75,0,Ametista
RA-242,Aluno-242,2023,2009,14,Masculino,2018,Privada - Programa de Apadrinhamento,FASE 4,4F,8.221841667,7.1,9.7,2.52,7.9,9.3775,10.0,8.59375,0,Ametista
RA-138,Aluno-138,2023,2007,16,Masculino,2016,Pública,FASE 4,4F,6.784075,10.0,7.9,6.26,4.3,7.4175,5.0,7.34375,1,Ágata
RA-244,Aluno-244,2023,2010,13,Feminino,2018,Privada - Programa de Apadrinhamento,FASE 4,4F,7.044333333,0.0,8.8,2.52,7.3,8.8325,10.0,8.125,0,Ametista
RA-245,Aluno-245,2023,2008,15,Masculino,2016,Privada - Programa de Apadrinhamento,FASE 4,4F,7.171166667,0.0,10.0,2.52,8.1,9.5875,5.0,8.75,0,Ametista
RA-246,Aluno-246,2023,2009,14,Masculino,2022,Privada,FASE 4,4F,8.256766667,8.8,9.9,4.39,6.8,8.9175,10.0,8.125,0,Topázio
RA-141,Aluno-141,2023,2008,15,Masculino,2017,Pública,FASE 4,4F,6.719791667,9.6,8.4,5.63,4.5,7.0425,5.0,7.03125,1,Ágata
RA-239,Aluno-239,2023,2007,16,Feminino,2021,Pública,FASE 4,4G,6.411333333,0.0,8.4,5.0,7.0,7.6275,5.0,8.125,0,Ágata
RA-1185,Aluno-1185,2023,2010,13,Feminino,2023,Pública,FASE 4,4G,8.02675,7.5,9.1,5.0,7.5,8.3775,10.0,7.8125,0,Ametista
RA-262,Aluno-262,2023,2007,16,Masculino,2021,Privada,FASE 4,4G,4.406458333,0.0,3.7,5.0,3.8,6.05,5.0,7.03125,1,Quartzo
RA-1186,Aluno-1186,2023,2007,16,Feminino,2023,Pública,FASE 4,4G,7.281433333,8.8,9.8,6.89,5.5,7.3825,5.0,6.875,0,Ametista
RA-397,Aluno-397,2023,2008,15,Feminino,2017,Pública,FASE 4,4G,6.207083333,7.5,7.9,2.52,4.6,7.465,5.0,7.1875,1,Ágata
RA-1187,Aluno-1187,2023,2010,13,Feminino,2023,Pública,FASE 4,4G,6.644475,8.8,6.9,2.52,5.3,6.715,10.0,7.34375,0,Ágata
