RA,nome,ano_referencia,ano_nascimento,idade,genero,ano_ingresso,instituicao_ensino,Fase,Turma,INDE,IAA,IEG,IPS,IDA,IPV,IAN,IPP,risco,Pedra
RA-951,Aluno-951,2023,2016,7,Feminino,2023,Pública,ALFA,ALFA M - G0/G1,8.8902,9.5,9.7,7.52,8.4,9.09,10.0,7.5,0,Topázio
RA-769,Aluno-769,2023,2013,10,Feminino,2022,Pública,ALFA,ALFA N - G2/G3,7.85345,10.0,9.3,3.77,8.0,8.675,5.0,7.8125,0,Ametista
RA-952,Aluno-952,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA N - G2/G3,8.37095,9.5,9.2,3.77,9.0,8.425,10.0,7.1875,0,Topázio
RA-826,Aluno-826,2023,2014,9,Masculino,2022,Pública,ALFA,ALFA N - G2/G3,7.77645,10.0,10.0,3.77,7.3,8.34,5.0,7.8125,0,Ametista
RA-953,Aluno-953,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA N - G2/G3,7.54005,7.4,8.8,3.14,8.3,7.09,10.0,6.5625,0,Ametista
RA-954,Aluno-954,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA N - G2/G3,6.82375,0.0,8.3,3.14,7.7,8.005,10.0,7.1875,0,Ágata
RA-780,Aluno-780,2023,2013,10,Feminino,2022,Pública,ALFA,ALFA N - G2/G3,7.7842,9.5,8.8,3.14,8.3,8.675,5.0,8.75,0,Ametista
RA-955,Aluno-955,2023,2013,10,Feminino,2023,Pública,ALFA,ALFA N - G2/G3,7.1297,9.0,8.8,3.14,7.8,7.09,5.0,6.875,0,Ametista
RA-831,Aluno-831,2023,2013,10,Masculino,2022,Pública,ALFA,ALFA N - G2/G3,7.71645,8.0,9.4,3.77,8.3,8.59,5.0,7.8125,0,Ametista
RA-783,Aluno-783,2023,2014,9,Masculino,2021,Pública,ALFA,ALFA N - G2/G3,7.2922,9.5,6.8,3.77,8.9,7.925,5.0,7.5,0,Ametista
RA-774,Aluno-774,2023,2014,9,Feminino,2022,Pública,ALFA,ALFA N - G2/G3,5.852,0.0,9.5,3.14,6.9,6.34,5.0,5.0,0,Ágata
RA-748,Aluno-748,2023,2013,10,Masculino,2022,Pública,ALFA,ALFA O - G2/G3,8.7142,9.5,9.7,7.52,9.1,10.01,5.0,7.5,0,Topázio
RA-749,Aluno-749,2023,2013,10,Masculino,2022,Pública,ALFA,ALFA O - G2/G3,7.7597,10.0,9.0,7.52,7.3,8.425,5.0,5.625,0,Ametista
RA-956,Aluno-956,2023,2012,11,Masculino,2023,Pública,ALFA,ALFA O - G2/G3,7.7312,8.0,7.5,7.52,7.8,9.345,5.0,7.5,0,Ametista
RA-787,Aluno-787,2023,2014,9,Masculino,2022,Pública,ALFA,ALFA O - G2/G3,7.5227,9.0,9.8,7.52,5.9,8.34,5.0,5.625,0,Ametista
RA-957,Aluno-957,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA O - G2/G3,9.1672,10.0,9.3,7.52,9.1,9.925,10.0,7.5,0,Topázio
RA-753,Aluno-753,2023,2014,9,Feminino,2022,Pública,ALFA,ALFA O - G2/G3,8.6672,9.0,9.9,7.52,9.0,9.925,5.0,7.5,0,Topázio
RA-958,Aluno-958,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA O - G2/G3,9.2902,10.0,9.8,7.52,9.3,9.84,10.0,7.5,0,Topázio
RA-755,Aluno-755,2023,2014,9,Masculino,2022,Pública,ALFA,ALFA O - G2/G3,8.7442,10.0,9.5,7.52,9.2,10.01,5.0,7.5,0,Topázio
RA-763,Aluno-763,2023,2012,11,Feminino,2021,Pública,ALFA,ALFA O - G2/G3,6.7215,0.0,9.2,3.14,7.9,9.0,5.0,6.875,0,Ágata
RA-757,Aluno-757,2023,2013,10,Feminino,2022,Pública,ALFA,ALFA O - G2/G3,8.6742,9.0,9.6,7.52,9.3,10.01,5.0,7.5,0,Topázio
RA-959,Aluno-959,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA O - G2/G3,8.6677,10.0,9.6,7.52,7.7,8.84,10.0,6.875,0,Topázio
RA-960,Aluno-960,2023,2013,10,Masculino,2023,Pública,ALFA,ALFA O - G2/G3,7.0847,8.5,10.0,7.52,6.3,5.85,5.0,5.625,0,Ametista
RA-961,Aluno-961,2023,2014,9,Masculino,2023,Pública,ALFA,ALFA O - G2/G3,5.99625,0.0,8.7,2.52,6.2,8.665,5.0,5.3125,0,Ágata
RA-962,Aluno-962,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA Q - G2/G3,8.4742,9.0,9.2,7.52,8.7,10.01,5.0,7.5,0,Topázio
RA-805,Aluno-805,2023,2014,9,Masculino,2021,Pública,ALFA,ALFA Q - G2/G3,6.492,0.0,9.1,7.52,6.8,7.175,5.0,6.25,0,Ágata
RA-806,Aluno-806,2023,2014,9,Masculino,2022,Pública,ALFA,ALFA Q - G2/G3,7.2937,8.5,8.3,6.27,7.8,7.095,5.0,6.875,0,Ametista
RA-807,Aluno-807,2023,2014,9,Masculino,2022,Pública,ALFA,ALFA Q - G2/G3,7.8632,9.5,9.1,7.52,8.0,8.08,5.0,6.25,0,Ametista
RA-963,Aluno-963,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA Q - G2/G3,8.6142,9.5,9.8,7.52,8.5,10.01,5.0,7.5,0,Topázio
RA-964,Aluno-964,2023,2014,9,Masculino,2023,Pública,ALFA,ALFA Q - G2/G3,7.7997,8.5,9.4,7.52,7.2,8.5,5.0,6.875,0,Ametista
RA-965,Aluno-965,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA Q - G2/G3,6.4832,8.5,8.2,6.27,4.7,7.18,5.0,5.0,1,Ágata
RA-966,Aluno-966,2023,2014,9,Masculino,2023,Pública,ALFA,ALFA Q - G2/G3,7.44345,10.0,10.0,7.52,5.0,7.675,5.0,6.5625,0,Ametista
RA-967,Aluno-967,2023,2013,10,Masculino,2023,Pública,ALFA,ALFA Q - G2/G3,7.1347,9.5,8.0,7.52,6.5,7.35,5.0,5.625,0,Ametista
RA-968,Aluno-968,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA Q - G2/G3,8.4942,9.0,9.7,7.52,8.3,10.01,5.0,7.5,0,Topázio
RA-812,Aluno-812,2023,2014,9,Masculino,2022,Pública,ALFA,ALFA Q - G2/G3,8.0357,9.5,9.1,7.52,5.8,8.33,10.0,6.875,0,Ametista
RA-969,Aluno-969,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA Q - G2/G3,7.7692,8.5,9.7,7.52,5.5,7.51,10.0,6.25,0,Ametista
RA-970,Aluno-970,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA R - G0/G1,8.9977,8.5,8.1,7.52,9.4,9.84,10.0,9.375,0,Topázio
RA-971,Aluno-971,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA R - G0/G1,7.0169,7.8,6.4,3.77,6.9,8.17,10.0,5.625,0,Ametista
RA-972,Aluno-972,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA R - G0/G1,7.5427,9.0,9.1,3.77,6.0,7.84,10.0,6.875,0,Ametista
RA-973,Aluno-973,2023,2014,9,Masculino,2023,Pública,ALFA,ALFA R - G0/G1,5.82875,0.0,8.6,3.77,5.2,7.415,5.0,7.1875,0,Ágata
RA-974,Aluno-974,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA R - G0/G1,8.4752,9.0,9.1,3.77,8.8,9.34,10.0,7.5,0,Topázio
RA-975,Aluno-975,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA R - G0/G1,7.7803,7.9,9.2,7.52,6.5,7.67,10.0,5.625,0,Ametista
RA-976,Aluno-976,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA R - G0/G1,8.39895,9.5,9.2,6.27,8.6,8.34,10.0,5.9375,0,Topázio
RA-977,Aluno-977,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA R - G0/G1,7.1717,8.5,7.4,5.02,5.8,8.085,10.0,5.625,0,Ametista
RA-978,Aluno-978,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA R - G0/G1,8.3877,9.0,9.8,3.77,8.6,9.34,10.0,5.625,0,Topázio
RA-979,Aluno-979,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA S - G2/G3,8.1617,9.5,9.6,6.27,6.0,9.51,10.0,5.625,0,Ametista
RA-980,Aluno-980,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA S - G2/G3,7.1425,0.0,9.8,5.02,6.3,9.34,10.0,5.625,0,Ametista
RA-808,Aluno-808,2023,2014,9,Masculino,2022,Pública,ALFA,ALFA S - G2/G3,8.1932,10.0,10.0,2.52,8.7,9.755,5.0,7.5,0,Ametista
RA-981,Aluno-981,2023,2016,7,Feminino,2023,Pública,ALFA,ALFA S - G2/G3,7.5367,9.5,9.1,2.52,5.8,9.01,10.0,5.625,0,Ametista
RA-982,Aluno-982,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA S - G2/G3,7.1215,0.0,9.1,2.52,8.6,8.835,10.0,5.625,0,Ametista
RA-983,Aluno-983,2023,2014,9,Masculino,2023,Pública,ALFA,ALFA S - G2/G3,8.3502,8.5,9.9,2.52,8.8,9.415,10.0,6.25,0,Topázio
RA-984,Aluno-984,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA S - G2/G3,8.8177,8.0,9.8,7.52,8.3,9.84,10.0,6.875,0,Topázio
RA-985,Aluno-985,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA S - G2/G3,7.6247,9.0,9.3,2.52,6.8,8.5,10.0,5.625,0,Ametista
RA-986,Aluno-986,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA S - G2/G3,8.0107,9.5,9.1,2.52,8.3,8.83,10.0,5.625,0,Ametista
RA-987,Aluno-987,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA S - G2/G3,7.6765,0.0,9.8,6.27,7.3,9.76,10.0,6.875,0,Ametista
RA-988,Aluno-988,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA S - G2/G3,7.9568,7.9,8.1,7.52,8.5,9.84,5.0,6.25,0,Ametista
RA-989,Aluno-989,2023,2014,9,Masculino,2023,Pública,ALFA,ALFA S - G2/G3,7.7242,9.5,8.1,2.52,8.3,10.01,5.0,7.5,0,Ametista
RA-677,Aluno-677,2023,2014,9,Feminino,2021,Pública,ALFA,ALFA T - G2/G3,8.5257,10.0,8.2,10.0,8.7,9.84,5.0,6.875,0,Topázio
RA-990,Aluno-990,2023,2014,9,Masculino,2023,Pública,ALFA,ALFA T - G2/G3,7.254,0.0,8.5,7.52,7.8,10.01,5.0,7.5,0,Ametista
RA-991,Aluno-991,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA T - G2/G3,7.7687,10.0,9.1,3.14,7.7,9.585,5.0,6.875,0,Ametista
RA-992,Aluno-992,2023,2012,11,Masculino,2023,Pública,ALFA,ALFA T - G2/G3,7.2722,9.5,8.2,3.14,8.0,8.84,5.0,5.0,0,Ametista
RA-703,Aluno-703,2023,2012,11,Masculino,2021,Pública,ALFA,ALFA T - G2/G3,6.2737,9.5,8.4,3.14,4.6,6.16,5.0,6.875,1,Ágata
RA-993,Aluno-993,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA T - G2/G3,8.7592,9.5,9.8,3.77,8.6,10.01,10.0,7.5,0,Topázio
RA-674,Aluno-674,2023,2014,9,Masculino,2022,Pública,ALFA,ALFA T - G2/G3,6.6328,7.9,8.5,3.77,5.2,8.67,5.0,5.0,0,Ágata
RA-994,Aluno-994,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA T - G2/G3,7.4127,9.5,9.4,3.77,6.0,7.265,10.0,5.625,0,Ametista
RA-995,Aluno-995,2023,2012,11,Feminino,2023,Pública,ALFA,ALFA T - G2/G3,6.4782,9.5,7.9,3.77,5.1,7.18,5.0,6.25,0,Ágata
RA-996,Aluno-996,2023,2014,9,Masculino,2023,Pública,ALFA,ALFA T - G2/G3,8.1892,10.0,9.2,3.77,8.6,10.01,5.0,7.5,0,Ametista
RA-997,Aluno-997,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA T - G2/G3,7.5687,7.5,8.7,3.77,7.1,8.595,10.0,5.625,0,Ametista
RA-998,Aluno-998,2023,2012,11,Feminino,2023,Pública,ALFA,ALFA U - G2/G3,7.9752,9.5,9.3,3.77,7.9,9.84,5.0,7.5,0,Ametista
RA-999,Aluno-999,2023,2014,9,Masculino,2023,Pública,ALFA,ALFA U - G2/G3,8.0352,9.0,9.4,3.77,8.3,9.84,5.0,7.5,0,Ametista
RA-750,Aluno-750,2023,2012,11,Masculino,2019,Pública,ALFA,ALFA U - G2/G3,5.6857,9.5,7.7,3.14,3.4,6.32,5.0,4.375,1,Ágata
RA-770,Aluno-770,2023,2015,8,Masculino,2022,Pública,ALFA,ALFA U - G2/G3,6.6785,0.0,8.3,3.77,5.9,8.92,10.0,6.875,0,Ágata
RA-771,Aluno-771,2023,2015,8,Feminino,2022,Pública,ALFA,ALFA U - G2/G3,7.056,0.0,8.8,3.14,8.2,8.585,10.0,6.25,0,Ametista
RA-1000,Aluno-1000,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA U - G2/G3,7.9162,8.5,9.4,3.77,7.0,8.92,10.0,6.25,0,Ametista
RA-830,Aluno-830,2023,2013,10,Feminino,2022,Pública,ALFA,ALFA U - G2/G3,6.78,0.0,8.9,3.14,8.3,9.505,5.0,6.25,0,Ágata
RA-1001,Aluno-1001,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA U - G2/G3,8.1162,9.0,9.1,7.52,7.8,9.17,5.0,7.5,0,Ametista
RA-1002,Aluno-1002,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA U - G2/G3,7.9012,9.0,9.7,7.52,7.0,8.92,5.0,6.25,0,Ametista
RA-1003,Aluno-1003,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA V - G0/G1,7.6522,9.0,8.5,7.52,4.0,8.75,10.0,7.5,1,Ametista
RA-835,Aluno-835,2023,2014,9,Masculino,2022,Pública,ALFA,ALFA V - G0/G1,8.2467,8.0,8.5,7.52,8.7,7.835,10.0,6.875,0,Topázio
RA-1004,Aluno-1004,2023,2014,9,Feminino,2023,Pública,ALFA,ALFA V - G0/G1,8.3137,9.0,9.6,7.52,7.9,7.42,10.0,6.875,0,Topázio
RA-1005,Aluno-1005,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA V - G0/G1,8.4252,9.5,7.9,7.52,8.8,8.165,10.0,7.5,0,Topázio
RA-1006,Aluno-1006,2023,2015,8,Feminino,2023,Pública,ALFA,ALFA V - G0/G1,8.5922,9.0,9.3,7.52,8.7,8.0,10.0,7.5,0,Topázio
RA-705,Aluno-705,2023,2012,11,Masculino,2022,Pública,ALFA,ALFA V - G0/G1,6.982,0.0,8.3,6.89,8.8,8.165,5.0,7.5,0,Ametista
RA-1007,Aluno-1007,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA V - G0/G1,8.0782,9.0,7.4,7.52,8.3,7.68,10.0,7.5,0,Ametista
RA-1008,Aluno-1008,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA V - G0/G1,8.13595,9.0,8.6,7.52,8.4,7.5,10.0,5.9375,0,Ametista
RA-729,Aluno-729,2023,2014,9,Feminino,2022,Pública,ALFA,ALFA V - G0/G1,7.26545,8.0,9.1,3.77,8.6,7.01,5.0,6.5625,0,Ametista
RA-1009,Aluno-1009,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA Y - G0/G1,7.245,0.0,9.0,3.77,8.8,7.84,10.0,7.5,0,Ametista
RA-1010,Aluno-1010,2023,2015,8,Masculino,2023,Pública,ALFA,ALFA Y - G0/G1,8.70645,9.5,10.0,3.77,9.4,8.59,10.0,7.8125,0,Topázio
